"tract","Name","Median_Hhold._Income_of_Residents_in_2012-16"
29111970200,"Lewistown, MO",36254
48445950300,"Brownfield, TX",36254
19123950500,"Oskaloosa, IA",36254
37093970202,"Raeford, NC",36252
41051007400,"Northeast Portland, Portland, OR",36248
45015020102,"Ridgeville, SC",36248
13167960100,"Kite, GA",36248
6037535200,"South Los Angeles, Los Angeles, CA",36248
25017311800,"Highlands, Lowell, MA",36245
4013420501,"N. Center Revitilization Association, Mesa, AZ",36242
46135966302,"Yankton, SD",36242
37021002606,"Asheville, NC",36241
41051008100,"Northeast Portland, Portland, OR",36241
21141960300,"Russellville, KY",36239
1065040300,"Sawyerville, AL",36239
9003503700,"Upper Albany, Hartford, CT",36237
36047087800,"Kings County, NY",36236
48201532200,"Northside, Houston, TX",36235
45083023102,"Wellford, SC",36231
26161407400,"Superior Charter Township, MI",36230
25025082000,"Roxbury, Boston, MA",36228
40143007304,"Tulsa, OK",36228
12095013509,"Southeast Orlando, Orlando, FL",36226
5071951800,"Hartman, AR",36223
48387950600,"Bogata, TX",36222
18017951200,"Logansport, IN",36222
22055000604,"Lafayette, LA",36220
35001004716,"Seven Bar Ranch, Albuquerque, NM",36219
20177000700,"North Topeka West, Topeka, KS",36210
47091956200,"Mountain City, TN",36210
6037218400,"Central LA, Los Angeles, CA",36210
34013005700,"South Broad Street, Newark, NJ",36210
12099005952,"Boynton Beach, FL",36210
48027021100,"Temple, TX",36207
5119002001,"65th Street West, Little Rock, AR",36205
40051001000,"Chickasha, OK",36204
20133951800,"Chanute, KS",36203
45063020202,"Cayce, SC",36203
6037535501,"South Gate, CA",36201
47111970400,"Westmoreland, TN",36198
1133965700,"Haleyville, AL",36197
42045404800,"Chester, PA",36196
20021958400,"Riverton, KS",36195
27091790600,"Fairmont, MN",36187
41001950300,"Baker City, OR",36186
42003050600,"Upper Hill, Pittsburgh, PA",36185
36047034700,"Kings County, NY",36185
6077004203,"Lodi, CA",36185
13291000205,"Blairsville, GA",36180
35045000205,"Farmington, NM",36179
4005001102,"Flagstaff, AZ",36179
35005000300,"Roswell, NM",36176
17161024200,"Rock Island, IL",36174
22071012400,"Marlyville - Fontainebleau, New Orleans, LA",36174
13051004002,"Highland Park, Savannah, GA",36173
37025040800,"Kannapolis, NC",36172
48167725400,"Galveston, TX",36171
32001950500,"Fallon, NV",36169
6037234600,"Park Mesa Heights, Los Angeles, CA",36169
34017003000,"McGinley Square, Jersey City, NJ",36169
40097040700,"Strang, OK",36167
21079970300,"Lancaster, KY",36166
45027960702,"Manning, SC",36162
40037020800,"Drumright, OK",36162
18039001702,"Elkhart, IN",36161
48121021744,"Lewisville, TX",36160
1133965501,"Addison, AL",36159
17031827700,"Hazel Crest, IL",36157
22079012500,"Alexandria, LA",36153
17031200300,"Hermosa, Chicago, IL",36151
36005040701,"Bronx County, NY",36151
24510120500,"Greenmount West, Baltimore, MD",36151
48479001807,"Santa Rita, Laredo, TX",36150
1067030300,"Shorterville, AL",36147
48113002000,"Oak Cliff, Dallas, TX",36147
4019004313,"Tucson, AZ",36144
22117950500,"Franklinton, LA",36143
12103026814,"Briar Creek, Safety Harbor, FL",36138
20155000700,"Hutchinson, KS",36137
23003951300,"Caribou, ME",36135
29189210703,"St. Louis, MO",36135
5125010409,"Saline County, AR",36132
48005000400,"Lufkin, TX",36132
18065976100,"New Castle, IN",36127
12055960502,"Sebring, FL",36126
12099001909,"West Palm Beach, FL",36123
35061970102,"Peralta, NM",36121
12133970103,"Chipley, FL",36118
47053966300,"Trenton, TN",36117
17031824400,"Crestwood, IL",36115
40115574900,"Wyandotte, OK",36114
36047033900,"Kings County, NY",36114
6037239330,"South Los Angeles, Los Angeles, CA",36113
1039961700,"Red Level, AL",36111
47165020300,"Portland, TN",36107
6013316000,"Martinez, CA",36107
54095961900,"Sistersville, WV",36107
48201311400,"Greater East End, Houston, TX",36107
1115040201,"Pell City, AL",36103
36065023400,"New York Mills, NY",36099
55079021300,"Wilson Park, Milwaukee, WI",36098
46137941600,"Dupree, SD",36097
42021011400,"Johnstown, PA",36096
47065003300,"Chattanooga, TN",36096
26053950200,"Wakefield, MI",36094
54059957100,"Kermit, WV",36093
22071005400,"Mid-City, New Orleans, LA",36093
19113002600,"Southwest Area, Cedar Rapids, IA",36093
8041006200,"Colorado Springs, CO",36093
45053950300,"Hardeeville, SC",36092
22061960600,"Ruston, LA",36090
17089852905,"Aurora, IL",36088
45073030500,"Walhalla, SC",36086
42013010102,"Tyrone, PA",36083
12086009021,"Miami, FL",36079
32003000515,"Las Vegas, NV",36079
12105013801,"Winter Haven, FL",36076
72021031023,"Bayamón, PR",36073
53027001500,"Hoquiam, WA",36073
18089020400,"Hammond, IN",36071
33013032900,"Concord, NH",36070
17031190900,"Belmont Cragin, Chicago, IL",36067
40143002900,"Tulsa, OK",36065
37159051502,"Kannapolis, NC",36064
40135030401,"Gans, OK",36062
6045010500,"Fort Bragg, CA",36062
6107003901,"Porterville, CA",36058
25009260100,"Haverhill, MA",36053
18097310106,"Westchester Estates, Indianapolis, IN",36052
40039950800,"Clinton, OK",36051
48201330400,"Southwest Houston, Houston, TX",36049
45091060803,"Rock Hill, SC",36048
36047092400,"Kings County, NY",36045
9011690700,"New London, CT",36045
6037117520,"North Hills, Los Angeles, CA",36045
17201002301,"Rockford, IL",36045
6037237202,"South Los Angeles, Los Angeles, CA",36041
26021021300,"Oronoko charter Township, Berrien Springs, MI",36038
45061920400,"Dalzell, SC",36037
30111001000,"Central - Terry, Billings, MT",36032
17065973100,"McLeansboro, IL",36029
54033031600,"Salem, WV",36029
4013318800,"Sunset, Tempe, AZ",36027
53053062600,"South Tacoma, Tacoma, WA",36026
12073002509,"Tallahassee, FL",36023
26125144900,"Waterford Township, MI",36023
39065000600,"Kenton, OH",36023
26161414300,"Ann Arbor, MI",36023
34013010900,"East Orange, NJ",36023
47081950302,"Centerville, TN",36021
12099006801,"Delray Beach, FL",36019
29183312400,"St. Peters, MO",36019
18097331000,"Devington, Indianapolis, IN",36012
17031010702,"Rogers Park, Chicago, IL",36010
47183968300,"Sharon, TN",36009
21175950300,"Ezel, KY",36008
30085940001,"Wolf Point, MT",36004
40109108314,"Northwest Oklahoma City, Oklahoma City, OK",36004
37161960200,"Rutherfordton, NC",36004
40143007000,"Hoover, Tulsa, OK",36004
37107010100,"Kinston, NC",36004
37099950200,"Sylva, NC",36004
6037402501,"Westmont, Pomona, CA",35999
6065030502,"Eastside, Riverside, CA",35996
35001002900,"Near North Valley, Albuquerque, NM",35995
47173040201,"Maynardville, TN",35995
39119912300,"Zanesville, OH",35993
13051003502,"LaRoche Park/Springhill/Daffin Heights, Savannah, GA",35990
40013796300,"Durant, OK",35988
37001020300,"Burlington, NC",35988
5011950300,"Warren, AR",35988
22095070600,"Garyville, LA",35988
40031000300,"Lawton, OK",35988
46099000201,"Sioux Falls, SD",35987
12017451000,"Inverness, FL",35984
5115951600,"Russellville, AR",35984
37057062002,"Denton, NC",35984
12011060207,"Sunrise, FL",35980
36005026900,"Bronx County, NY",35979
8101000904,"Belmont, Pueblo, CO",35978
22033004015,"Gardere, Baton Rouge, LA",35978
48029140100,"Downtown, San Antonio, TX",35975
37011930400,"Newland, NC",35975
40117957500,"Pawnee, OK",35970
34013008800,"Seventh Avenue, Newark, NJ",35969
12095014702,"Metro West, Orlando, FL",35966
12117020302,"Sanford, FL",35963
48201220600,"Northside, Houston, TX",35956
45019000600,"Charleston, SC",35952
37119005916,"Yorkmount, Charlotte, NC",35952
37047930500,"Whiteville, NC",35952
26163579600,"Ecorse, MI",35950
41023960100,"Grant County, OR",35944
23019028500,"Howland, Howland, ME",35944
22119031800,"Minden, LA",35944
45055970800,"Camden, SC",35944
39095005801,"Whitmer-Trilby, Toledo, OH",35942
6089010500,"Greenwood, Redding, CA",35932
6065042010,"Perris, CA",35932
26069000700,"Whittemore, MI",35931
48061012304,"Port Isabel, TX",35930
39071954500,"Greenfield, OH",35930
8051963700,"Gunnison, CO",35930
1049960600,"Geraldine, AL",35928
6037296500,"San Pedro, Los Angeles, CA",35925
32003004911,"Las Vegas, NV",35922
47157021731,"Memphis, TN",35922
29205450300,"Clarence, MO",35922
55079012400,"Wick Field, Milwaukee, WI",35917
6067004801,"Southeastern Sacramento, Sacramento, CA",35916
42003271500,"Marshall-Shadeland, Pittsburgh, PA",35911
47181950400,"Cypress Inn, TN",35911
29163460100,"Louisiana, MO",35908
5143010702,"Fayetteville, AR",35907
6073016301,"El Cajon, CA",35906
47079969500,"Paris, TN",35906
32003004709,"Las Vegas, NV",35904
40143004900,"Tulsa, OK",35901
37087920300,"Canton, NC",35901
22033004203,"Baker, LA",35901
32003003004,"Marquesa, Las Vegas, NV",35895
29039870300,"Stockton, MO",35891
12103025417,"Paradise Island, Largo, FL",35891
48451001400,"San Angelo, TX",35888
17165956100,"Carrier Mills, IL",35883
48113015000,"Irving, TX",35881
17165955800,"Harrisburg, IL",35880
8001008709,"Commerce City, CO",35876
6067006003,"Debbie Manor, Sacramento, CA",35876
39049009336,"South Columbus, Columbus, OH",35874
8101002916,"Pueblo West, CO",35874
47163043000,"Bristol, TN",35873
27009021200,"St. Cloud, MN",35873
6017031600,"South Lake Tahoe, CA",35872
17019011000,"Champaign, IL",35872
24039930200,"Dames Quarter, MD",35871
42033331402,"Curwensville, PA",35869
45063020802,"Swansea, SC",35867
36081099200,"Queens County, NY",35866
35001000904,"Elder Homstead, Albuquerque, NM",35864
26099241300,"Clinton Township, MI",35863
55079018800,"Forest Home Hills, Milwaukee, WI",35862
18097360404,"Indianapolis, IN",35860
9001074300,"East End, Bridgeport, CT",35857
45057010400,"Lancaster, SC",35855
12057011204,"North Pointe, Tampa, FL",35852
48029171302,"Inner West Side, San Antonio, TX",35850
12099006802,"Delray Beach, FL",35849
12095017300,"Winter Garden, FL",35849
40115574300,"Miami, OK",35847
72127009904,"San Juan, PR",35847
6067008135,"Greengate, Citrus Heights, CA",35846
45029970401,"Walterboro, SC",35843
48029162004,"Atascosa, TX",35837
12011043302,"Poinciana Park, Fort Lauderdale, FL",35834
26065003602,"Lansing, MI",35833
48375012800,"Amarillo, TX",35831
1097007400,"Rosedale, Mobile, AL",35830
17031580400,"Brighton Park, Chicago, IL",35827
48029161501,"South San Antonio, San Antonio, TX",35827
37155961500,"Lumberton, NC",35826
40125500400,"Shawnee, OK",35826
45089970100,"Lake City, SC",35826
45047970600,"Greenwood, SC",35825
32023960405,"Pahrump, NV",35824
39027964700,"Wilmington, OH",35823
32019960202,"Silver Springs, NV",35823
36047048200,"Kings County, NY",35818
12095016712,"Orlando, FL",35817
37155960600,"Lumberton, NC",35809
4019940900,"Tucson, AZ",35798
40145030101,"Wagoner, OK",35798
4013110001,"Maryvale Village, Phoenix, AZ",35798
26119910200,"Atlanta, MI",35798
48201422800,"Westside, Houston, TX",35798
51027010500,"Jewell Ridge, VA",35798
26157000600,"Caro, MI",35798
17031814300,"Cicero, IL",35798
37127011500,"Middlesex, NC",35798
46099000900,"Emerson, Sioux Falls, SD",35798
28135950100,"Charleston, MS",35798
21117064400,"Erlanger, KY",35798
37127011000,"Spring Hope, NC",35798
39113080300,"Dayton, OH",35798
48167722700,"Texas City, TX",35798
26025001200,"Level Park-Oak Park, Battle Creek, MI",35798
72021031800,"Bayamón, PR",35798
22049970500,"Jonesboro, LA",35798
8001007900,"Aurora, CO",35798
48215022800,"Weslaco, TX",35798
6037531503,"East Los Angeles, CA",35798
22051026000,"Harvey, LA",35798
39049002510,"North Central Columbus, Columbus, OH",35798
13139000701,"Gainesville, GA",35798
42101008200,"Angora, Philadelphia, PA",35788
18095010200,"Elwood, IN",35786
39017000600,"Hamilton, OH",35781
42101035702,"Bustleton, Philadelphia, PA",35780
28057950500,"Fulton, MS",35779
29229490100,"Hartville, MO",35778
29077001100,"Springfield, MO",35776
40079040402,"Poteau, OK",35775
6037226410,"South Los Angeles, Los Angeles, CA",35774
54039001700,"Charleston, WV",35773
34013009100,"Seventh Avenue, Newark, NJ",35773
40121486100,"McAlester, OK",35772
48265960301,"Kerrville, TX",35771
19153001700,"Martin Luther King Jr. Park, Des Moines, IA",35769
29091090300,"Pomona, MO",35766
13209950200,"Ailey, GA",35766
25027754200,"Webster, MA",35765
48061010601,"Harlingen, TX",35764
39035154501,"Garfield Heights, OH",35764
22073000401,"Monroe, LA",35764
5101180100,"Harrison, AR",35763
20173001900,"Uptown, Wichita, KS",35762
12099001801,"North Shore, West Palm Beach, FL",35762
12085000800,"Stuart, FL",35762
45015020401,"Cordesville, SC",35759
51131930300,"Cape Charles, VA",35759
4025001402,"Yavapai County, AZ",35756
45071950202,"Newberry, SC",35756
6077003310,"Bear Creek, Stockton, CA",35756
39093071201,"Eastern Heights, Elyria, OH",35748
30035940400,"Browning, MT",35746
12071040122,"Westminister, Lehigh Acres, FL",35746
46123971700,"Winner, SD",35744
48201222800,"Aldine Gardens, Houston, TX",35742
6095251500,"Vallejo, CA",35742
22009030700,"Cottonport, LA",35739
36061023501,"Harlem, New York, NY",35739
37067001601,"Winston-Salem, NC",35737
13189950300,"Thomson, GA",35737
12031011000,"Northside, Jacksonville, FL",35735
20029977200,"Concordia, KS",35734
39065000400,"Ada, OH",35734
6037221210,"Central LA, Los Angeles, CA",35733
20111000500,"Emporia, KS",35733
28163950100,"Yazoo City, MS",35731
39035124201,"Jefferson, Cleveland, OH",35730
42101027402,"North Philadelphia, Philadelphia, PA",35728
40109106914,"Central Oklahoma City, Oklahoma City, OK",35725
4015940400,"Peach Springs, AZ",35721
37061090501,"Pink Hill, NC",35721
37001020502,"Burlington, NC",35721
37143920201,"Hertford, NC",35721
21199930200,"Science Hill, KY",35716
9007541100,"Middletown, CT",35710
16027020401,"Nampa, ID",35710
36005034800,"Bronx County, NY",35710
25023510502,"Brockton, MA",35709
4013108901,"Encanto Village, Phoenix, AZ",35707
42101029000,"North Philadelphia, Philadelphia, PA",35707
45039960300,"Ridgeway, SC",35707
26021020900,"Niles, MI",35706
55003940000,"Ashland, WI",35696
42003552000,"McKeesport, PA",35694
28035010400,"Petal, MS",35694
31055003800,"Field Club, Omaha, NE",35693
13129970400,"Calhoun, GA",35688
48181000501,"Denison, TX",35686
41013950300,"Prineville, OR",35685
5129970300,"Leslie, AR",35682
54097967000,"Rock Cave, WV",35682
42003462600,"McKees Rocks, PA",35682
40089098800,"Idabel, OK",35679
12013010300,"Blountstown, FL",35679
1045020500,"Ozark, AL",35678
17097862100,"Waukegan, IL",35677
1073005905,"Roebuck, Birmingham, AL",35675
6037237402,"South Los Angeles, Los Angeles, CA",35675
19033950300,"Mason City, IA",35672
12011030600,"Pompano Beach, FL",35670
48489950700,"Raymondville, TX",35668
31161951600,"Gordon, NE",35668
48029170102,"Inner West Side, San Antonio, TX",35668
6037533902,"South Montebello, Bell Gardens, CA",35667
53077940005,"Toppenish, WA",35666
36033950501,"Malone, NY",35661
39035104200,"Tremont, Cleveland, OH",35661
13213010700,"Chatsworth, GA",35658
36075020901,"Phoenix, NY",35657
6073012002,"National City, CA",35656
1127021600,"Quinton, AL",35653
36029012300,"Buffalo, NY",35653
6007002500,"Oroville, CA",35653
54039000200,"Charleston, WV",35651
51650011900,"Wythe, Hampton, VA",35650
6037201503,"Northeast Los Angeles, Los Angeles, CA",35648
35025000300,"Hobbs, NM",35647
42091203803,"Norristown, PA",35645
22033004800,"Highlands/Perkins, Baton Rouge, LA",35644
51820003100,"Waynesboro, VA",35644
47079969800,"Henry, TN",35644
18091042100,"La Porte, IN",35642
26163517100,"Lafayette Park, Detroit, MI",35640
39095007302,"Reynolds Corners, Toledo, OH",35637
48405950100,"San Augustine, TX",35636
48455950200,"Trinity, TX",35633
48453002310,"Carson Creek, Del Valle, TX",35633
40035373400,"Vinita, OK",35631
9009142700,"Annex, New Haven, CT",35630
18091040600,"Trail Creek, IN",35625
30111000902,"Southwest Corridor, Billings, MT",35624
39049000310,"North Linden, Columbus, OH",35622
35013001801,"Mesquite, NM",35621
25001014800,"Falmouth, MA",35617
45015021000,"Hanahan, SC",35615
12009060400,"Titusville, FL",35615
13121011201,"East Point, GA",35614
55079004900,"Sunset Heights, Milwaukee, WI",35612
21067003202,"Bryan Station, Lexington, KY",35611
53053062801,"South Tacoma, Tacoma, WA",35609
13063040307,"Forest Park, GA",35607
6037212610,"Central LA, Los Angeles, CA",35607
4005942201,"Page, AZ",35606
22069000200,"Campti, LA",35604
6037302503,"Mariposa, Glendale, CA",35603
29095011100,"Sugar Creek, MO",35599
4013422626,"Mesa, AZ",35599
18175967500,"Salem, IN",35598
6037482303,"Garvey, Rosemead, CA",35598
45027960802,"Summerton, SC",35598
4013421502,"Mesa, AZ",35595
12031001100,"Springfield, Jacksonville, FL",35593
48183001000,"Longview, TX",35593
28075010400,"Meridian, MS",35593
26105950500,"Ludington, MI",35589
48041000604,"Thomas Heights, Bryan, TX",35588
51810044806,"Northeast Virginia Beach, Virginia Beach, VA",35587
6071009300,"Barstow, CA",35585
26163538900,"Detroit, MI",35585
25009206500,"Lynn, MA",35582
27035951200,"Brainerd, MN",35580
48029131300,"East Side, San Antonio, TX",35580
34021000700,"Chambersburg, Trenton, NJ",35580
49011125808,"Layton, UT",35579
5021950200,"Corning, AR",35579
42079214200,"Nanticoke, PA",35577
12055961302,"Sebring, FL",35576
13077170700,"Newnan, GA",35574
51051040400,"Nora, VA",35574
36075021602,"Oswego, NY",35574
18003001000,"Nebraska, Fort Wayne, IN",35571
17145030600,"Du Quoin, IL",35570
24510250103,"Violetville, Baltimore, MD",35568
6089010900,"Enterprise, Redding, CA",35568
48201332500,"Southeast Houston, Houston, TX",35567
37127010300,"Rocky Mount, NC",35567
12009065121,"Port Malabar Country Club, Palm Bay, FL",35565
45019003107,"North Charleston, SC",35561
22031950300,"Mansfield, LA",35557
35006941500,"Acoma Pueblo, NM",35556
39035190502,"Cuyahoga County, OH",35556
1095031000,"Horton, AL",35554
6027000800,"Inyo County, CA",35551
25013812702,"Westfield, MA",35551
42101032100,"Northeast Philadelphia, Philadelphia, PA",35548
34017004102,"McGinley Square, Jersey City, NJ",35548
18097380300,"Carson Heights, Indianapolis, IN",35547
48215023000,"Mercedes, TX",35542
51001090800,"Painter, VA",35538
55079003400,"Lindsay Park, Milwaukee, WI",35536
12086000602,"Hialeah, FL",35532
42045400801,"Upper Darby, PA",35530
42077001501,"Allentown, PA",35528
45001950300,"Abbeville, SC",35527
26117970200,"Edmore, MI",35524
29189211801,"St. Louis, MO",35521
18099020400,"Plymouth, IN",35520
53077002001,"Sunnyside, WA",35520
36081074500,"Queens County, NY",35519
29199480200,"Memphis, MO",35517
42079214300,"Nanticoke, PA",35514
6037533107,"Huntington Park, CA",35514
54085962500,"Harrisville, WV",35514
28019950100,"Ackerman, MS",35514
55059000800,"Kenosha, WI",35510
6065043309,"Hemet, CA",35510
13011970400,"Commerce, GA",35510
39139000900,"Mansfield, OH",35507
48277001000,"Paris, TX",35503
